decoy                                  RMSD         CONTACT      R_GYRATION       AB_ENERGY           ANGLE            BOND           DIHED             EEL           EELEC             EGB           ESURF              NB         VDWAALS
decoy17_72_A_AMBER_minimized.pdb      8.3500    -22.0000000      42.9017680      -0.1238059   10104.4847000      65.5960000     517.2518000    1001.6131000   -1795.7219000   -1040.0148000      32.2723000     148.9804000    -134.3190000 
decoy48_5_A_AMBER_minimized.pdb       5.1700    -20.0000000      21.3344750      -0.0918876   10139.0838000     148.7008000     551.4275000     994.2498000   -1801.6736000    -940.2263000      30.7664000     171.2861000     -55.4890000 
decoy23_163_A_AMBER_minimized.pdb     8.3300    -43.0000000      42.5777399      -0.1511045   10110.1515000     114.5633000     525.1947000    1028.5094000   -1944.0595000    -876.3960000      28.7296000     164.5102000     -91.8399000 
decoy37_73_A_AMBER_minimized.pdb      9.8200    -23.0000000      20.0391073      -0.0745745   10133.6783000     110.0283000     517.6049000    1035.3926000   -1978.8120000    -863.9850000      35.3153000     172.5498000     -56.1303000 
decoy39_113_A_AMBER_minimized.pdb     9.1900    -33.0000000      17.4467547      -0.1259685   10114.1088000      93.3788000     539.7418000    1014.6391000   -1964.5940000    -861.7123000      29.0448000     163.5309000     -83.6876000 
decoy8_118_A_AMBER_minimized.pdb     10.2300    -20.0000000      41.5290878      -0.1037701   10158.5095000     152.1623000     564.3094000    1045.3905000   -1827.0712000   -1009.3099000      28.0711000     159.8949000     -94.7827000 
decoy54_199_A_AMBER_minimized.pdb    11.8100    -28.0000000      15.2495440      -0.1692387   10105.5304000      56.7735000     552.3731000    1037.4857000   -1859.9032000    -962.9122000      34.1710000     158.4478000    -142.0582000 
decoy4_92_A_AMBER_minimized.pdb       7.8900    -46.0000000      16.6661774      -0.1470528   10120.4958000     102.7858000     494.3279000    1065.6935000   -1880.4926000    -942.9225000      25.8380000     160.5232000    -132.3186000 
decoy40_137_A_AMBER_minimized.pdb     8.4000    -32.0000000      46.2820948      -0.1213012   10122.4542000     103.9549000     516.0190000     995.7124000   -1770.2510000   -1015.0414000      32.2652000     173.6679000     -64.2339000 
decoy1_7_A_AMBER_minimized.pdb        1.2400    -52.0000000      10.5798868      -0.1584974   10123.8159000     100.1152000     548.2590000     994.3079000   -1912.5893000    -844.0482000      30.3174000     152.3694000    -120.4519000 
decoy24_78_A_AMBER_minimized.pdb      4.7400    -46.0000000      19.1119712      -0.1894426   10126.7295000     158.3023000     545.4761000     969.4182000   -1923.1116000    -815.7209000      27.9683000     167.8182000    -125.2169000 
decoy54_104_A_AMBER_minimized.pdb     8.5300    -13.0000000      42.3372725      -0.1126442   10103.7434000      67.1792000     505.9217000    1023.2626000   -2011.0386000    -827.6696000      32.4788000     151.7486000    -149.2871000 
decoy33_216_A_AMBER_minimized.pdb     9.6500    -36.0000000      54.3750025      -0.1727997   10248.2192000      63.4273000     480.2509000    1004.6471000   -1866.1199000    -930.6088000      29.7151000     145.4152000    -184.5751000 
decoy7_30_A_AMBER_minimized.pdb       7.0800    -44.0000000      27.8009810      -0.1808197   10151.0068000     113.8789000     555.0117000     984.6134000   -1907.8004000    -856.4276000      29.7443000     156.0319000    -159.1725000 
decoy1_24_A_AMBER_minimized.pdb       2.8200    -51.0000000      10.0340244      -0.1162488   10129.6819000      96.8180000     544.4430000    1008.6223000   -1862.4385000    -950.6569000      30.6987000     155.2364000    -108.1548000 
decoy24_82_A_AMBER_minimized.pdb      4.8200    -47.0000000      21.7067808      -0.1617170   10104.5799000      71.2941000     504.3413000    1035.5123000   -2003.4735000    -829.5087000      27.1644000     159.1740000    -158.1440000 
decoy63_19_A_AMBER_minimized.pdb      6.0100    -16.0000000      25.4027186      -0.1158676   10116.4789000      92.6088000     496.5816000    1002.7622000   -1895.1676000    -873.4827000      32.9388000     149.4936000    -125.2865000 
decoy1_13_A_AMBER_minimized.pdb       1.9900    -47.0000000      11.0799932      -0.1366165   10108.9429000      95.9523000     529.3235000     995.0453000   -1833.2818000    -964.9484000      34.0654000     146.4959000    -146.2649000 
decoy32_3_A_AMBER_minimized.pdb       6.8700    -16.0000000      30.3631070      -0.1168982   10107.0168000      65.1345000     496.1886000    1004.8152000   -1866.6552000    -927.0678000      32.1452000     164.0781000    -141.7176000 
decoy65_103_A_AMBER_minimized.pdb     9.1200    -35.0000000      39.0498266      -0.1276560   10124.3869000     123.6904000     538.1914000    1010.0408000   -1774.8049000    -974.8217000      31.3961000     181.7216000     -42.6974000 
decoy12_86_A_AMBER_minimized.pdb     10.2100    -30.0000000      27.6754357      -0.1983146   10105.3921000     117.4052000     493.4503000    1017.8134000   -1965.5958000    -850.8947000      29.8218000     157.8755000    -137.3179000 
decoy21_1_A_AMBER_minimized.pdb       3.7500    -30.0000000      40.7029206      -0.0676301   10126.9275000     148.6718000     524.2436000     967.1586000   -1753.9495000    -978.7908000      30.9083000     159.0339000    -119.6468000 
decoy5_120_A_AMBER_minimized.pdb      6.9800    -47.0000000      13.3683865      -0.1739243   10106.9831000      71.1302000     517.8703000    1009.3266000   -1974.0548000    -831.2219000      26.9851000     157.0362000    -146.4285000 
decoy25_17_A_AMBER_minimized.pdb      3.4900    -54.0000000      26.2524178      -0.1616162   10122.0848000      69.5054000     539.2656000    1033.0519000   -1945.4682000    -875.3074000      30.2175000     170.2525000    -128.5353000 
decoy67_178_A_AMBER_minimized.pdb    10.4700    -24.0000000      21.9499860      -0.1389093   10128.6306000     106.8365000     518.9513000     995.8360000   -1915.5420000    -851.3366000      33.3465000     159.3937000    -105.1594000 
decoy1_22_A_AMBER_minimized.pdb       2.8100    -51.0000000      11.6084059      -0.1467874   10128.0578000      98.9225000     510.0546000    1038.0592000   -1853.7502000    -981.9157000      32.9099000     168.8768000    -130.2503000 
decoy11_50_A_AMBER_minimized.pdb      5.3100    -41.0000000      27.4387114      -0.1055641   10112.5169000      75.5419000     523.1848000    1011.3960000   -1947.0641000    -831.4161000      31.3566000     174.8565000    -114.8038000 
decoy39_37_A_AMBER_minimized.pdb      7.8000    -39.0000000      29.2337123      -0.1499860   10131.0390000     102.4087000     529.5266000    1022.4340000   -1897.9370000    -939.9490000      29.9678000     158.8868000     -90.6507000 
decoy10_141_A_AMBER_minimized.pdb     6.5800    -39.0000000      28.3792247      -0.1676509   10118.1042000      71.1595000     500.0189000    1012.7417000   -1928.2862000    -858.7122000      30.6179000     158.7990000    -141.0963000 
decoy15_130_A_AMBER_minimized.pdb     8.2700    -49.0000000      28.8819709      -0.1811186   10128.6026000     132.9172000     605.0516000     994.4564000   -1846.3128000    -959.7714000      27.4880000     160.5328000    -109.1193000 
decoy61_143_A_AMBER_minimized.pdb     8.1400    -24.0000000      33.3306176      -0.1119679   10117.0541000      80.3704000     492.0500000    1026.8309000   -1563.5050000   -1240.6346000      32.7196000     158.0353000    -125.2316000 
decoy10_24_A_AMBER_minimized.pdb      4.2000    -46.0000000      28.4880030      -0.1389688   10106.2412000      64.2249000     536.6846000    1016.6485000   -1987.6198000    -820.8109000      28.4776000     174.6842000    -178.2310000 
decoy59_166_A_AMBER_minimized.pdb    10.0300    -17.0000000      20.6053157      -0.1286930   10136.3698000      90.6573000     532.7387000    1004.9544000   -1746.9712000    -989.0866000      26.2748000     177.4452000    -108.4388000 
decoy10_40_A_AMBER_minimized.pdb      3.9100    -52.0000000      31.2522940      -0.1402354   10121.5009000      83.4700000     506.2715000     995.2923000   -1953.1574000    -843.9295000      33.0885000     155.2509000    -144.6038000 
decoy1_20_A_AMBER_minimized.pdb       2.8500    -51.0000000      11.4021883      -0.1465582   10118.3932000      69.2470000     570.6349000    1013.6871000   -1734.6933000   -1050.3226000      31.2842000     159.5059000    -152.6610000 
decoy5_21_A_AMBER_minimized.pdb       4.2300    -52.0000000      22.1048398      -0.1769304   10116.3031000      95.9150000     535.7297000    1029.3761000   -1843.1869000    -991.9812000      31.5409000     161.8806000    -106.0747000 
decoy69_131_A_AMBER_minimized.pdb     8.6400    -23.0000000      28.3867839      -0.0756185   10121.9161000      90.6711000     536.3270000     995.2519000   -1843.8863000    -929.4039000      31.8575000     159.0943000    -132.9212000 
decoy63_1_A_AMBER_minimized.pdb       4.8000    -20.0000000      36.1805681      -0.1042182   10109.4328000      76.0009000     541.1380000    1041.1748000   -2040.9243000    -772.9945000      31.6229000     160.0125000    -154.3521000 
decoy22_31_A_AMBER_minimized.pdb      4.4900    -42.0000000      62.9690016      -0.1388249   10108.7280000      89.0202000     523.4847000    1001.3776000   -1837.6038000    -954.1179000      31.2868000     152.4547000    -117.2138000 
decoy39_122_A_AMBER_minimized.pdb    10.0100    -20.0000000      47.9841163      -0.0794161   10127.5195000     136.4847000     577.2582000    1006.4895000   -1715.9984000   -1066.3399000      36.6100000     162.4699000     -41.2732000 
decoy33_1_A_AMBER_minimized.pdb       3.7100    -46.0000000      37.5384876      -0.1699960   10261.4814000     210.6753000     505.1779000    1041.1975000   -1894.6109000    -922.8197000      31.5274000     177.2983000     -13.5153000 
decoy17_5_A_AMBER_minimized.pdb       5.9000    -26.0000000      28.9578970      -0.1754141   10115.8587000     123.4353000     569.0002000    1010.8855000   -1847.4896000    -931.9534000      31.8608000     161.7137000     -63.8294000 
decoy18_160_A_AMBER_minimized.pdb    10.4300    -20.0000000       6.8567988      -0.1073192   10128.9333000     124.3819000     523.8760000    1015.8761000   -1937.6491000    -869.4771000      28.6414000     160.4239000    -134.8947000 
decoy54_192_A_AMBER_minimized.pdb    10.1800    -23.0000000      80.4829230      -0.1383695   10103.6429000      67.6651000     455.8024000    1034.3784000   -1764.4643000   -1038.9385000      31.1411000     179.4298000    -133.8791000 
decoy21_141_A_AMBER_minimized.pdb     9.1600    -22.0000000      35.2959217      -0.2226444   10123.2765000     129.0007000     507.1724000    1019.9191000   -1923.9384000    -910.8542000      30.9842000     164.6064000     -21.2043000 
decoy10_262_A_AMBER_minimized.pdb     9.1400    -33.0000000      28.3737672      -0.1257364   10147.9947000     185.0060000     567.9518000     998.9548000   -1648.3114000   -1112.7297000      28.4921000     146.1503000    -148.9063000 
decoy66_1_A_AMBER_minimized.pdb       5.5500    -29.0000000      20.5891294      -0.0923569   10129.0643000     139.4850000     533.2339000    1004.5761000   -1822.4605000    -950.8181000      31.5987000     167.7132000    -120.7543000 
decoy22_34_A_AMBER_minimized.pdb      4.7600    -45.0000000      55.7323181      -0.1727353   10164.9662000     139.6213000     556.4891000     974.3580000   -1872.6964000    -897.1140000      32.7487000     156.7519000    -105.0877000 
decoy33_106_A_AMBER_minimized.pdb     6.8100    -45.0000000      26.5664626      -0.1388152   10105.3834000      68.0601000     494.2800000    1021.4759000   -1710.1017000   -1086.1330000      28.6295000     166.3573000    -125.3286000 
decoy34_128_A_AMBER_minimized.pdb    10.2500    -32.0000000      47.3444488      -0.1243816   10350.6775000     323.8767000     587.5191000    1029.7030000   -1817.9899000   -1004.7304000      27.7933000     156.4910000    -128.8809000 
decoy11_11_A_AMBER_minimized.pdb      4.5400    -46.0000000      36.2377794      -0.1200947   10110.8500000      71.5034000     534.0069000    1034.8375000   -1683.6803000   -1127.2988000      30.5780000     163.5002000    -138.4662000 
decoy1_12_A_AMBER_minimized.pdb       2.7900    -52.0000000       9.5336603      -0.1242592   10114.5260000      94.8502000     550.6649000    1005.6649000   -1852.2599000    -952.5518000      30.5989000     157.1562000    -131.0704000 
